pr,"	Year", Month, Country
333.217,1986,11,BRB
121.866,1986,12,BRB
30.3803,1987,1,BRB
28.4001,1987,2,BRB
79.9366,1987,3,BRB
97.9925,1987,4,BRB
455.656,1987,5,BRB
272.963,1987,6,BRB
149.959,1987,7,BRB
218.967,1987,8,BRB
174.877,1987,9,BRB
142.003,1987,10,BRB
411.36,1987,11,BRB
165.058,1987,12,BRB
140.089,1988,1,BRB
116.995,1988,2,BRB
99.4214,1988,3,BRB
45.4732,1988,4,BRB
82.1306,1988,5,BRB
475.81,1988,6,BRB
183.986,1988,7,BRB
223.804,1988,8,BRB
389.461,1988,9,BRB
174.113,1988,10,BRB
257.349,1988,11,BRB
182.558,1988,12,BRB
138.035,1989,1,BRB
164.629,1989,2,BRB
